#{"t_start": 1734880537.0731826, "env_id": "None"}
r,l,t
21.23008,1000,237.383528
16.37603,1000,237.383541
24.133953,1000,237.383555
92.686615,1000,237.383571
46.359272,1000,244.761745
22.44208,1000,244.761805
11.804666,1000,244.761825
67.09986,1000,244.761842
40.957634,1000,244.761859
0.0,1000,244.761875
30.115297,1000,244.76189
70.33038,1000,244.761907
29.080732,1000,244.761923
13.618951,1000,244.761939
32.891773,1000,256.773525
13.7157755,1000,256.773588
18.87467,1000,256.773606
39.529987,1000,256.773622
-33.050877,1000,256.773635
32.993465,1000,256.773648
3.607892,1000,256.773659
53.54123,1000,256.773671
19.302946,1000,256.773683
31.279274,1000,256.773694
38.21658,1000,264.183937
34.15536,1000,264.183991
26.433626,1000,264.184006
25.711933,1000,264.184018
35.77943,1000,264.184028
32.362003,1000,264.184038
75.198166,1000,264.184048
31.270546,1000,264.184058
28.785892,1000,264.184068
29.92036,1000,264.184078
8.032017,1000,276.349658
23.649048,1000,276.349779
27.183926,1000,276.349799
24.78883,1000,276.349813
108.84859,1000,276.349825
49.683407,1000,276.349838
27.635983,1000,276.349851
23.950508,1000,276.349864
37.425323,1000,276.349881
18.527761,1000,276.3499
17.58586,1000,284.187676
30.98293,1000,284.187742
16.047915,1000,284.187768
33.9246,1000,284.187782
27.698961,1000,284.187795
31.683079,1000,284.187812
84.803764,1000,284.187825
25.994463,1000,284.187838
52.830902,1000,284.18785
40.080322,1000,284.187862
31.205511,1000,296.217335
23.958683,1000,296.217399
57.53933,1000,296.217418
40.313503,1000,296.217432
22.616165,1000,296.217444
55.25214,1000,296.217456
24.610558,1000,296.217468
22.98928,1000,296.217479
30.346256,1000,296.217492
31.850555,1000,296.217504
26.855347,1000,303.69576
0.50689167,1000,303.695815
41.653618,1000,303.695831
25.432468,1000,303.695842
11.042748,1000,303.695852
100.62389,1000,303.695861
30.255814,1000,303.695871
58.89776,1000,303.69588
23.340822,1000,303.69589
24.808752,1000,303.695899
37.97741,1000,315.950615
49.229515,1000,315.950673
23.104534,1000,315.950689
44.664486,1000,315.9507
24.072723,1000,315.95071
28.217072,1000,315.950719
31.096071,1000,315.950729
43.811275,1000,315.950738
48.06384,1000,315.950748
33.278843,1000,315.950757
46.45514,1000,323.439262
25.422148,1000,323.439321
28.408285,1000,323.439337
29.180227,1000,323.43936
42.532207,1000,323.439371
32.93678,1000,323.439379
40.085705,1000,323.439388
29.795263,1000,323.439396
46.6678,1000,323.439404
39.098637,1000,323.439412
62.94494,1000,335.804943
48.568882,1000,335.805017
28.795202,1000,335.805035
38.741055,1000,335.805048
34.780785,1000,335.805058
25.218714,1000,335.805068
35.699154,1000,335.805077
35.566826,1000,335.805087
27.46383,1000,335.805096
31.478966,1000,335.805106
39.485966,1000,343.80929
47.367355,1000,343.809375
45.322945,1000,343.809393
65.91646,1000,343.809408
32.15033,1000,343.80942
28.805557,1000,343.809433
27.583319,1000,343.809446
34.360657,1000,343.809458
38.68378,1000,343.809469
79.8232,1000,343.809482
37.205544,1000,356.308547
33.319435,1000,356.308629
30.610018,1000,356.308645
44.553688,1000,356.308656
28.499125,1000,356.308666
47.201717,1000,356.308676
34.599243,1000,356.308694
46.373672,1000,356.308703
28.707308,1000,356.308712
53.2987,1000,356.308722
59.18401,1000,363.670989
37.022465,1000,363.671044
35.617096,1000,363.671066
30.426016,1000,363.671078
33.878292,1000,363.671088
34.745476,1000,363.671098
11.645524,1000,363.671108
45.377518,1000,363.671118
36.53973,1000,363.671127
-34.15206,1000,363.671136
33.68915,1000,375.886926
38.837463,1000,375.886988
29.370523,1000,375.887009
16.323824,1000,375.887021
57.87904,1000,375.887031
32.562733,1000,375.88704
40.39505,1000,375.88705
46.32125,1000,375.887059
47.79445,1000,375.887068
59.33854,1000,375.887078
37.222736,1000,383.358986
38.914425,1000,383.359049
34.905827,1000,383.359066
68.61527,1000,383.35908
26.477959,1000,383.359092
37.220444,1000,383.359105
28.699736,1000,383.359116
33.95401,1000,383.359128
57.03881,1000,383.35914
46.068317,1000,383.359151
37.111217,1000,395.51318
38.96411,1000,395.513246
24.806616,1000,395.513263
29.350515,1000,395.513275
23.785349,1000,395.513285
74.62869,1000,395.513295
45.35697,1000,395.513304
41.826725,1000,395.513314
31.894861,1000,395.513324
100.79512,1000,395.513333
28.492134,1000,403.354207
35.68989,1000,403.354334
55.365757,1000,403.354366
32.74251,1000,403.354383
64.76534,1000,403.3544
39.58778,1000,403.354416
21.067331,1000,403.354438
35.98796,1000,403.354457
46.228565,1000,403.354476
19.673843,1000,403.354492
21.687262,1000,410.817352
26.77029,1000,410.817417
83.385826,1000,410.817433
47.54575,1000,410.817444
26.715462,1000,410.817454
35.785366,1000,410.817464
31.443838,1000,410.817473
36.354,1000,410.817483
49.895836,1000,410.817492
28.193745,1000,410.817502
68.28854,1000,423.336365
25.421398,1000,423.336477
43.260582,1000,423.336532
29.573116,1000,423.336561
30.596584,1000,423.336572
25.130114,1000,423.336582
12.279401,1000,423.336592
81.816086,1000,423.336602
44.47708,1000,423.336613
44.088577,1000,423.336623
29.731167,1000,430.788246
41.696587,1000,430.788328
32.932083,1000,430.788362
33.294212,1000,430.78838
40.633705,1000,430.788399
121.07412,1000,430.788417
31.376072,1000,430.788434
26.447498,1000,430.788451
38.70231,1000,430.788468
51.221428,1000,430.788485
14.460402,1000,442.951982
29.633015,1000,442.952047
29.897669,1000,442.952062
77.85905,1000,442.952073
37.325638,1000,442.952084
28.32039,1000,442.952093
28.185991,1000,442.952103
28.863285,1000,442.952112
-65.684746,1000,442.952122
47.479347,1000,442.952132
26.9999,1000,450.40158
80.808334,1000,450.401664
28.593796,1000,450.401691
39.83506,1000,450.401755
54.431797,1000,450.401773
45.853416,1000,450.40179
34.479336,1000,450.401806
33.9289,1000,450.401823
19.86832,1000,450.401839
39.129707,1000,450.401855
43.707672,1000,462.783857
42.762806,1000,462.783923
25.055244,1000,462.783941
26.509567,1000,462.783954
34.941456,1000,462.783965
42.10102,1000,462.783977
42.191086,1000,462.783988
31.01699,1000,462.784
41.773857,1000,462.784018
87.79008,1000,462.784029
35.449913,1000,470.326074
-43.75167,1000,470.326142
30.7543,1000,470.326157
26.95066,1000,470.326168
23.38949,1000,470.326178
29.179895,1000,470.326188
32.967754,1000,470.326197
6.726134,1000,470.326206
34.063778,1000,470.32623
37.981564,1000,470.32624
47.446198,1000,482.859091
16.132145,1000,482.85915
67.72491,1000,482.859166
57.71941,1000,482.859177
22.314636,1000,482.859187
101.60971,1000,482.859196
51.549,1000,482.859206
40.09841,1000,482.859215
44.77197,1000,482.859225
30.320868,1000,482.859234
37.489437,1000,490.460723
39.685207,1000,490.460789
33.773552,1000,490.460806
42.708107,1000,490.460821
29.188658,1000,490.460836
53.518562,1000,490.460847
37.73791,1000,490.460859
59.806374,1000,490.460871
37.371487,1000,490.460882
41.830975,1000,490.460894
39.721714,1000,502.530713
33.16758,1000,502.530774
26.979837,1000,502.53079
40.176483,1000,502.530805
35.894928,1000,502.530816
32.15368,1000,502.530826
30.748188,1000,502.530835
49.451103,1000,502.530845
79.42762,1000,502.530854
54.482452,1000,502.530864
29.424294,1000,509.984958
29.302828,1000,509.985016
31.363852,1000,509.985032
41.806377,1000,509.985043
51.15479,1000,509.985053
98.904366,1000,509.985063
34.128986,1000,509.985073
36.978245,1000,509.985082
60.398907,1000,509.985091
31.15141,1000,509.985101
48.905113,1000,522.149696
1.185101,1000,522.149776
33.846844,1000,522.149797
48.90051,1000,522.149812
31.403992,1000,522.149825
102.713295,1000,522.149838
39.246803,1000,522.149851
17.128674,1000,522.149864
65.276596,1000,522.149877
67.11355,1000,522.14989
31.535227,1000,529.504739
13.128943,1000,529.504799
10.851486,1000,529.504815
75.58192,1000,529.504826
30.532337,1000,529.504835
65.85061,1000,529.504845
41.128807,1000,529.504854
15.645175,1000,529.504863
40.032085,1000,529.504872
32.14944,1000,529.504882
12.405265,1000,541.899116
22.791012,1000,541.899197
40.346565,1000,541.89922
30.271658,1000,541.899231
44.99667,1000,541.899241
46.690876,1000,541.899251
46.101234,1000,541.899261
27.612432,1000,541.89927
49.03149,1000,541.899279
25.515486,1000,541.899289
74.65025,1000,549.349202
18.736334,1000,549.349261
32.59911,1000,549.349277
30.490007,1000,549.349288
41.056614,1000,549.349298
37.62784,1000,549.349307
50.212704,1000,549.349318
26.894901,1000,549.349328
64.83611,1000,549.349339
42.729477,1000,549.349348
39.87956,1000,561.361829
75.44685,1000,561.361912
44.926243,1000,561.36194
-152.19133,1000,561.36196
61.807568,1000,561.361975
21.500877,1000,561.36199
31.805796,1000,561.362016
23.489727,1000,561.362036
37.893375,1000,561.362051
39.60686,1000,561.362066
22.353746,1000,568.704468
6.4089665,1000,568.704553
41.213726,1000,568.704581
117.66168,1000,568.704609
23.113968,1000,568.704626
16.21116,1000,568.704644
65.248886,1000,568.704661
27.146732,1000,568.704679
31.590858,1000,568.704697
100.52041,1000,568.704715
63.59181,1000,581.168685
37.38726,1000,581.168748
61.83651,1000,581.168765
40.295494,1000,581.168777
50.778942,1000,581.168792
84.24205,1000,581.168804
33.076214,1000,581.168817
30.964634,1000,581.168828
77.46902,1000,581.168839
22.366112,1000,581.168851
48.439896,1000,588.844461
96.82957,1000,588.844536
38.411392,1000,588.844554
37.09144,1000,588.844566
20.062374,1000,588.844579
39.54256,1000,588.84459
40.58198,1000,588.844601
41.7709,1000,588.844613
37.757156,1000,588.844624
35.546463,1000,588.844636
