#{"t_start": 1734874795.2420647, "env_id": "None"}
r,l,t
51.479256,1000,892.361534
34.629986,1000,892.36155
46.77424,1000,892.361562
69.642746,1000,892.361572
30.215162,1000,892.361582
68.96715,1000,892.361592
38.353817,1000,892.361601
89.95072,1000,892.361611
34.560665,1000,892.36162
41.56008,1000,899.628243
52.711124,1000,899.628317
35.490902,1000,899.628332
62.41807,1000,899.628343
32.394127,1000,899.628353
39.982376,1000,899.628363
108.008194,1000,899.628372
41.806232,1000,899.628381
47.189472,1000,899.628391
44.680546,1000,899.6284
78.22468,1000,911.899546
30.47972,1000,911.899631
9.12144,1000,911.899647
55.895615,1000,911.899658
19.024906,1000,911.899668
47.65341,1000,911.899678
36.86735,1000,911.899687
35.20503,1000,911.899697
61.50397,1000,911.899706
56.33144,1000,911.899715
53.13239,1000,919.191026
88.15656,1000,919.191121
59.353653,1000,919.191147
31.486055,1000,919.19117
60.46959,1000,919.191195
30.52166,1000,919.191215
75.26045,1000,919.191247
40.88721,1000,919.191267
30.542364,1000,919.191329
34.140858,1000,919.191346
107.21626,1000,931.075378
16.133114,1000,931.075435
38.580242,1000,931.075451
39.612694,1000,931.075462
38.23205,1000,931.075472
64.18743,1000,931.075484
0.72312844,1000,931.075493
48.11354,1000,931.075503
35.652367,1000,931.075512
38.774353,1000,931.075522
109.74581,1000,938.828387
50.642956,1000,938.828474
56.72351,1000,938.828502
46.377083,1000,938.828522
39.640945,1000,938.828539
97.96961,1000,938.828564
44.180367,1000,938.828581
52.928627,1000,938.828605
60.95023,1000,938.828625
38.94756,1000,938.828642
32.074604,1000,950.733828
58.92141,1000,950.73411
39.036446,1000,950.734162
59.797848,1000,950.734189
-36.22063,1000,950.734216
34.347954,1000,950.734243
34.350952,1000,950.734266
57.44545,1000,950.734289
49.660213,1000,950.734312
41.10832,1000,950.734337
51.327896,1000,958.084727
46.457275,1000,958.084812
44.581158,1000,958.08484
26.658998,1000,958.084857
39.51134,1000,958.084876
39.47546,1000,958.084896
43.955036,1000,958.084912
47.327175,1000,958.084927
36.46167,1000,958.084943
45.140575,1000,958.08496
97.44706,1000,970.42349
33.822887,1000,970.423554
62.523,1000,970.423571
42.722378,1000,970.423582
55.85032,1000,970.423592
50.675377,1000,970.423602
51.389862,1000,970.423612
38.83045,1000,970.423621
41.322094,1000,970.423631
42.9144,1000,970.42364
37.077133,1000,977.652382
35.05761,1000,977.652476
49.0468,1000,977.652501
-19.379177,1000,977.652518
43.1019,1000,977.652538
17.81429,1000,977.652553
92.42444,1000,977.652569
53.764835,1000,977.652584
69.05338,1000,977.652603
74.44181,1000,977.65262
71.53823,1000,989.727436
60.677464,1000,989.727528
10.219694,1000,989.727558
17.549097,1000,989.727582
43.34885,1000,989.727605
37.0644,1000,989.727637
88.309044,1000,989.727656
34.102623,1000,989.727673
71.23002,1000,989.727695
44.18014,1000,989.727714
37.88973,1000,997.176931
96.006966,1000,997.177003
50.698093,1000,997.17702
54.69435,1000,997.177031
72.90178,1000,997.177041
44.143383,1000,997.177051
53.182125,1000,997.17706
33.025,1000,997.177069
43.271942,1000,997.177079
43.49381,1000,997.177088
106.870026,1000,1009.526573
44.77113,1000,1009.526659
57.027927,1000,1009.526689
56.876583,1000,1009.526714
45.725857,1000,1009.526733
57.664948,1000,1009.526757
61.699814,1000,1009.526774
29.687265,1000,1009.526791
49.793484,1000,1009.526809
40.76659,1000,1009.526832
31.031195,1000,1016.689567
40.126026,1000,1016.689628
-384.86133,1000,1016.689643
38.265865,1000,1016.689655
43.848667,1000,1016.689665
89.18019,1000,1016.689674
104.60519,1000,1016.689684
33.9392,1000,1016.689717
48.94403,1000,1016.689738
-13.912788,1000,1016.689748
51.830177,1000,1028.663808
58.03242,1000,1028.663871
63.541004,1000,1028.663887
35.397346,1000,1028.663898
37.99293,1000,1028.663908
46.32321,1000,1028.663918
51.611748,1000,1028.663928
49.755432,1000,1028.663937
